Japanese;English;French;German;
"岩の部屋を 北に３回
進んだ 場所で
お宝を発掘できる・・・
なんだか 複雑そうですね


だけど この兵のために
協力してあげましょう";"From a room that knows no
south, follow the rocky trail
north, north, north...
There lies the treasure, 
waiting to be discovered.

Sounds pretty tough.
But we should do it for
the sake of that guard.";"Depuis la salle qui ignore
le sud, suivre le chemin
rocheux...
Avancer trois fois vers le
nord pour percer le secret
du trésor...
Ça a l'air compliqué...


Mais nous devons aider ce
soldat.";"Von einem Raum ohne
Süden dem felsigen Weg
nach Nord, Nord, Nord...
Auf die Schatzsuche...
Was das wohl heißen mag?

Aber wir sollten ihm helfen,
denke ich!";
"なぁ オマエ
オレの代わりに様子を
見てきてくれないか？
オレはとても 足を ふみ入れる
勇気が出ないんだよ
いいけどいやだよ";"Hey, how about doing a 
bit of recon inside?

I'm honestly too freaked out
to set foot in there...
SureNo way";"Dis, tu voudrais pas aller
voir à ma place?

Moi, je n'ai pas le courage
d'y retourner.
D'accord!Non!";"Sag mal, könntest du nicht
vielleicht in die Höhle gehen
und nachsehen?
Ich traue mich einfach nicht
vom Fleck!
Gut.Nein!";
"よし！
よく言った！

さすが ハイラルの兵士！
ツワモノぞろいだ！

って オレが言える ギリ
じゃないがな・・・";"Now that's the spirit!
You do the Hyrule guard
proud! Good on you, kid!
Though I guess I'm not
really one to talk...
";"Bien dit!


Tu es un vrai soldat
d'Hyrule! Fier et
courageux!
Contrairement à moi...";"Das will ich hören!
Du bist eben eine echte
Wache!
Naja... Ich dürfte das ja
eigentlich nicht sagen...";
"そんなこと 言わずに
頼まれてくれよ！

もし お宝を見つけたら
お前のものにしたらいい

オレは友の安否だけが
気がかりなんだ・・・";"Come on! Don't be like
that!

I'll tell you what! You can
keep whatever treasure you
find. I promise.
I just want to see my friend
return safely.";"Allez, s'il te plaît!


Si tu trouves le trésor,
tu peux le garder pour toi.

Tout ce qui m'importe,
c'est de savoir si mon
ami va bien...";"Jetzt komm schon! Schlage
mir meine Bitte nicht aus!

Du darfst den Schatz auch
behalten, wenn du ihn
findest!
Aber ich mache mir Sorgen
um meinen Gefährten!";
"いいか？
この どうくつの中は 不思議な
迷路になってるみたいだ
道を間違えると
２度と出れないかも
しれないぞ
ただし オレはある 言い伝えを
聞いている その言い伝えどおり
に 進めばお宝にありつける！";"Now remember, this place is
a real maze, so you'd
better not get lost.
If you do, you might never
see the light of day again.

But don't worry! I know a 
way to get to the treasure!
...I think.";"Ecoute bien. Cette grotte,
c'est un vrai labyrinthe.

Si tu te perds, tu pourrais
ne plus jamais en sortir.

Mais si tu suis les
indications qu'on m'a
données...
tu devrais trouver le trésor!";"Alles klar? Also pass auf:
Diese Höhle ist wie ein
Labyrinth angelegt.
Ein falscher Schritt, und du
findest nie mehr aus ihr
heraus!
Aber wenn du nur meinen
Anweisungen folgst, solltest
du zum Schatz gelangen.";
"よし！
そんじゃ たのんだぜ";"Then off you go!";"Bien, je compte sur toi!";"Alles klar!
Dann mal los.";
"しょうがねぇなあ";"What a pain...";"Tant pis...";"Nix zu machen...";
"そんな・・・


そんな 風に 思っていた
なんて・・・

オレの事をうらみもせず
ううぅ・・・

ありがとう オレは生きるよ
友のためにも・・・！

胸のつかえが 取れた気がする
これは お礼だ！";"So that is what he was
thinking in his last
moments...
And he wasn't angry at me,
even though... This means
so much to me.
I feel like a great weight's
been lifted off my 
shoulders.
I'll live on, for his sake.
Thank you for your help.
Here, have this.";"Alors, il...


Voilà ce qu'il pensait...


Il ne m'en voulait pas...
Aaah...

Merci! Je vais vivre pour
mon ami!

Tu m'as soulagé d'un grand
poids. Tiens, voici pour te
remercier!";"Das... Das hatte ich schon
befürchtet!

Mein Freund! Dann ist es
also wirklich so gekommen.
Alles meine Schuld...
Aber kümmere dich nicht um
mich und mein Unglück!

Immerhin habe ich nun die
Gewissheit, die ich suchte...

Hier, nimm dies
als Dank!";
"おっ？！
お宝 発見したか？

で どうだった！！
友は・・ 友は見つかったか？
・・・それが";"What? You found the
treasure?!

And did you find my
friend?!
...Well...";"Oh? Tu as trouvé le
trésor?

Et mon ami? Tu l'as
retrouvé?
...Eh bien...";"Wie? Du hast den Schatz
gefunden? Toll!

Und mein Freund? Hast du
ihn auch gefunden?
...Nun...";
"・・・・・・


そっと して
おいてあげましょう

[Link]！
行きましょう！
";"...Let's leave him be.


Come on, [Link].
We should go.";"......


Laissons-le seul.


Allons-y, [Link]!";"...


Komm, lass uns ganz leise
von hier verschwinden!";
"・・・・・・
そうか・・・
何も言わなくてもわかる
見つからなかったんだな
うぅ オレはなんて事を
したんだ・・・
友を見捨てた・・・
そう オレは 一番しては
いけない事をした
だが ここにいないと
いう事は まだ希望が
あるという事だ！
もう少し 探してみるよ
ありがとう！";"I see... You don't need to 
say anything. I know.
No sign of him, right?
How could I just abandon 
him? What was I thinking?

I did the worst thing a
person can do!

But the fact that he's not 
here still gives me hope
that he's not...not...
Anyway, I'll go take a look
myself. Thanks for 
everything!";"...... Je vois... Inutile de
dire quoi que ce soit.

Tu ne l'as pas trouvé. Mais
comment ai-je pu faire ça?

Abandonner un ami... C'est
la pire chose qu'un homme
puisse faire.
Mais si tu ne l'as pas
trouvé, il y encore de
l'espoir!
Je vais continuer de le
chercher. Merci!";"...
Du musst gar nichts sagen!
Ich habe schon verstanden.
Du hast ihn also nicht
gefunden... Was habe ich
nur getan?
Ich habe meinen Freund im
Stich gelassen! Wie es ihm
nur geht?
Danke für deine Hilfe! Ich
werde weiter nach ihm
suchen...";
"何 友の書置きが
あったって？？";"What? You found a letter
from my friend?";"Comment? Mon ami a laissé
un mot?";"Wie? Er hat eine Nachricht
hinterlassen?";
"そうか・・・
友がどうなったのか
わからなかったか・・・
うぅ オレはなんて事を
したんだ・・・
友を見捨てた・・・
そう オレは 一番しては
いけない事をした

だが ここにいないと
いう事は まだ希望が
あるという事だ！
もう少し 探してみるよ
ありがとう！";"I see... So you have no 
idea what happened to 
him...
How could I just abandon 
him? What was I thinking?

But the fact that he's not 
here still gives me hope
that he's not...not...
Anyway, I'll go take a look
myself. Thanks for 
everything!";"Je vois, tu n'as trouvé
aucune trace de mon ami...

Aaah... Mais comment ai-je
pu faire ça?

Abandonner un ami... C'est
la pire chose qu'un homme
puisse faire.
Mais si tu ne l'as pas
trouvé, il y encore de
l'espoir!
Je vais continuer de le
chercher. Merci!";"Du hast ihn also nicht
gefunden... Was habe ich
nur getan?
Ich habe meinen Freund im
Stich gelassen! Wie es ihm
nur geht?
Danke für deine Hilfe! Ich
werde weiter nach ihm
suchen...";
"さあ これから 気持ちを
切り替えて 友の分まで
生きていこうと思うよ";"From now on, I'm not just
living for one person.
I'm living for two!
This is the first day for a
whole new me!";"Je vais me ressaisir et
vivre pour mon ami!";"Hach, es hat ja alles keinen
Zweck! Ich werde meinen
Freund nicht vergessen...";
"";"I think I'll stay here and 
wait for my friend for
a while.";"Je vais rester ici en
attendant que mon ami
revienne.";"Ich werde hier weiter auf
meinen Freund warten!";
"何かしら ここ・・・
殺風景な場所ですね";"Well, this place is pretty
gloomy...";"Quel est cet endroit
sinistre?";"Was ein trostloser Ort
das hier ist...";
"あら？
なにか あの穴の中から
音が 聞こえたような・・・
何かの 発掘現場なのかも
しれませんね";"Did you hear that?
I thought I heard something
from that cave...
Maybe they have some sort
of excavation going on in 
there?";"Tiens? J'entends du bruit
qui vient de ce trou...

C'est peut-être une sorte
de mine.";"Nanu? Mir war, als hätte
ich ein Geräusch aus diesem
Loch gehört...
Vielleicht wird dort etwas
abgebaut...";
"あら もう行くのですか？
うんいかない";"You want to go already?
YepNah";"Tu t'en vas déjà?
OuiNon";"Wie, gehen wir schon?
Ja.Nein.";
"わたしも もう少し
見て回りたいです！";"Good, because I want to
look around here too!";"Moi aussi j'ai envie
d'explorer cet endroit
davantage!";"Gut, ich möchte mich
noch etwas umsehen!";
"[Link]・・・
そうですね！
出発しましょう！";"Oh well, I guess you're in 
a hurry.";"[Link]... Oui, je
comprends que tu sois
pressé.";"Ich verstehe ja, dass wir
es eilig haben...";
"さぁ [Link]！
とけないうちに 出発しましょう！
うんまって";"All right, [Link]!
Let's get going before it
all disappears!
Are you ready?
YepHold on";"Allez, [Link]!
Partons avant qu'il fonde!
OuiAttends";"Na gut, [Link]!
Los geht's, oder?
Klar!Warte!";
"あら 買わないのですね・・・
出発するのですか？
うんまって";"You're going without buying
anything?
YepHold on";"Tu ne veux rien acheter?
On s'en va?
Oui!Attends...";"Oh, du beißt nicht an...
Fahren wir?
Ja.Warte!";
"そうですか・・・";"Hurry up!";"Dépêche-toi!";"Beeil dich!";
"レッツゴーですわ！";"Choo choo!";"Tchou-tchouuu!";"Abfahrt!";
"ふう・・・兵士をみて
久しぶりに お城のことを
思い出しました・・
[Link]！
行きましょう！
うんまだ";"Seeing that soldier made me
kind of miss the days at
the castle...
Well, anyway, let's get
going, [Link]!
RightWait";"Haa... En voyant ce soldat,
ça m'a rappelé le château.

Bien, [Link],
allons-y!
Oui!Attends...";"Beim Anblick der Wache
vorhin habe ich das erste
Mal seit langem wieder
an Schloss Hyrule gedacht.
Wollen wir los?
Ja.Nein.";
"あら [Link]！
もう 出発するのですか？
うんまだ";"All right, let's get going,
[Link]!
Right!Hang on";"Oh, tu veux déjà repartir,
[Link]?
OuiNon";"Na dann, [Link]!
Brechen wir auf?
Ja.Warte!";
"そうですか・・・
では 出発する時は
言ってくださいね";"OK then...
Well, when you're ready to
go, just let me know!";"Je vois... Dis-moi quand tu
seras prêt à partir.";"Ach so...
Na, dann sag mir Bescheid,
wenn du losfahren willst!";
"さあ 出発しましょう！";"Full steam ahead!";"En route!";"Abfahrt!";
"そうですか・・・
あの兵の事も なんだか
気になりますものね";"Right. It doesn't seem like
there's much for us to do 
here.";"Très bien. Mais cet endroit
ne me dit rien qui vaille...";"Gut, wie du meinst!
";
"・・・お客ゴロか？
ここの 資材を買いたきゃ
隣のヤツに はなしかけるゴロ";"Greetings, customer. If you
want to buy our ore, talk 
to the Goron next to me!";"Un client? Si tu veux
acheter notre minerai,
va voir mon collègue.";"Oho, bist du ein Tourist?
Wenn du was kaufen willst,
frag den Kerl nebenan!";
"・・・";"Where is your helmet?";"...";"...";
"仕事の じゃまだゴロ";"You are in the way.";"Tu ne vois pas que tu me
déranges? Je travaille!";"Du störst mich bei
der Arbeit...";
"・・・見ない顔ゴロね
子供が こんなところにきちゃ
危ないゴロよ";"I have not seen you before.
Children should not be in a 
mine. Too dangerous.";"C'est pas un peu dangereux
comme endroit pour un
enfant?";"Dich kenne ich nicht...
Aber hier ist es gefährlich
für Kinder wie dich.";
"ウロウロするなゴロ・・・
ここは まっくらだから
まいごになるゴロよ";"Do not go wandering. This
mine is pitch black, and
you may become lost.";"Ne traîne pas dans le coin.
Il fait tout noir, tu vas te
perdre.";"Hier ist es dunkel. Man
verläuft sich leicht.";
"オマエ ゴロンの村には
行ったこと あるゴロか？
うんいってない";"Have you been to our
Goron Village?
YeahNope";"Tu es déjà allé au village
Goron?
OuiNon";"Warst du schon einmal im
Goronendorf?
Ja.Nein.";
"あそこにいる カギモリ様は
この 採掘場の出身ゴロ

小さいころから ここで
修行を積んで
立派になったゴロよ";"Kagoron originally came
from this mine.

He has been training here
since he was young. Is he
not amazing?";"Gardeclef qui vit là-bas est
originaire de cette mine.

Depuis son plus jeune âge
il s'est entraîné dans cette
mine.
Et aujourd'hui c'est un
Goron très respecté.";"Kagoron ist in den Minen
aufgewachsen.

Er hat sein ganzes Leben
dort mit Studieren
verbracht!";
"一度 行ってみるといいゴロ
こことは違って お日様の光が
ガンガンあたる いい場所ゴロ";"You should visit. The sun
shines down brightly on our
village. Unlike here.";"Tu devrais y aller.
Contrairement à ici, le 
soleil y brille tout le temps.";"Du solltest dir das einmal
ansehen! Dort scheint so
wunderbar die Sonne!";
"帰り方
この部屋をまっすぐ
上にのぼって 次を右に";"To leave, just go straight
up from this entrance and
take a right.";"Pour ressortir, allez une
fois au nord et une fois
à l'est.";"Der Weg zurück:
Hier geradeaus nach oben,
dann rechts...";
"～私の 親愛なる友人へ～


私は どうやら 帰り道を
見失ってしまったようだ
もう 長くはないだろう
おまえには たくさん迷惑を
かけてきた 

今回のお宝も おまえをだまして
ひとり占め しようとしていたのだ

しかし そんな私をおまえは
いつも 気遣ってくれた

もし 私の事を 気にかけて
くれてるなら 心配しなくていい 

おまえが 逃げようと
忠告するのも無視して

勝手に中に入った 私が
悪かったのだ

こんな私でも 友だと思って
くれるなら これからも
おまえの 心の中にいさせてくれ
ほんとうに すまなかった
そして さようなら";"To my eternal friend and
treasure-hunting partner,

I can't seem to find the 
way out. I believe I am
hopelessly lost.
I don't think I have much 
longer left, so I want to 
apologise to you.
I had originally intended to
claim the treasure for
myself...
Even though you always
looked out for me.

When you ran off, I thought
nothing of it and went on
to find the treasure.
I was a fool. I want you to
know that you shouldn't
waste any worry on me.
Just move on with your life
and please, think of me 
every once in a while.
You are, were, and will 
always be my dearest 
friend.
Farewell.";"- A mon cher ami -


Je me suis perdu dans cette
grotte et je n'en ai plus
pour longtemps.
Je t'ai causé beaucoup
de souci, pardonne-moi.

J'avais l'intention de
te duper et de garder
le trésor pour moi.
Mais toi, tu t'inquiétais
toujours pour moi.

J'ai eu tort d'entrer ici sans
écouter tes avertissements.

Ne t'en veux pas de
m'avoir laissé.

Vis ta vie et essaie de
penser à moi de temps
en temps.
Tu auras été le meilleur
ami que j'aie jamais eu.

Adieu.";"-Für meinen guten Freund-


Ich stecke hier fest und
finde nicht mehr heraus.
Keine Rettung in Sicht...
Es tut mir leid, dass ich
dich da mit hineingezogen
habe...
Ich wollte mir den Schatz
alleine unter den Nagel
reißen...
Ich habe deine Bedenken
ignoriert und bin ins Innere
der Höhle vorgedrungen...
Das habe ich nun davon!
Es tut mir leid. Vergiss
mich bitte nicht!
Dein Freund";
