Japanese;US English;French;German;
"～チンクル　エクスプレス～

　　　　　　　　　　ＶＯＬ　１
チンクルは　キューティーな
女のコ妖精さんと
運命的な　出会いをしたのだっ！
こっそり　後を　つけてきたところ、
城に　入って行ってしまった。
それっきり、出てこんのだっ！
きっと　あまりの　かわいさに
とらわれてしまったに　違いない！
女のコ妖精サンを　見かけたら
チンクルの分まで　楽しく
ウォッチング　しておくれ！
…ちゃんと　助けてヤレヨ！

　　　　　　　　　　　チンクル";"- Tingle Times -

                    Volume 1
Tingle had an encounter with
a charming lady fairy! It
was fate! Destiny!
I was sneaking along behind
her when she went into a
castle...and never came out!
Surely she's been captured,
because she's too adorable
for her own good!
If you happen to see
Miss Fairy, gaze upon
her lovingly for me.
Oh...and save her, too!
                   Tingle";"- Journal de Tingle -

                  Chapitre 1
Tingle a rencontré
une charmante fée!
C'est le destin!
Je la suivais quand elle
est entrée au château...
pour ne jamais en ressortir!
Elle a sûrement été enlevée,
elle est adorable
et sans défense!
Que celui qui la rencontre
lui jette un regard plein
d'amour de ma part.
Oh... Et la sauve!
                   Tingle";"- Tingle-Journal -

                  Kapitel 1
Tingle traf eine sehr
nette Feendame! Das war
Vorsehung! Schicksal!
Ich schlich ihr nach. Sie
ging in ein Schloss...
und kam nie wieder raus!
Bestimmt wurde sie gefangen
genommen, weil sie so
verboten süß ist!
Falls du Fräulein Fee sehen
solltest, dann betrachte sie
bitte schmachtend für mich.
Oh... Und rette sie!
                     Tingle";
"ムーンパールを　通して
ふだんは　目に見えないものを
見ることが　できるんだ。";"Looking through a Moon
Pearl reveals things
hidden to the naked eye.";"L'observation avec l'aide
d'une Perle de Lune révèle
des choses indétectables.";"Looking through a Moon
Pearl reveals things
hidden to the naked eye.";
"～チンクル　エクスプレス～

　　　　　　　　　　ＶＯＬ　４
毒々しい　ぬかるみに
はまって　しまったのだ！
まさに…　ぬかった！！
チンクルが　ふたたび　この地を
おとずれた時、同じ　あやまちを
くりかえさぬよう　ここに記す。
遠くまで　ぐ～んと　見わたして
手ごろな　ハッパに
美しく　ジャンプ！
…ゾーラごと　ふんづけるのだ！

　　　　　　　　　　　チンクル";"- Tingle Times -

                    Volume 4
Tingle got stuck in icky
sludge! It was so...slimy!
Tingle must write this all
down so that the same thing
doesn't happen next time.
I will gracefully flit
from leaf to handy leaf,
jumping with such joy.
Almost like skipping from
Zora to Zora!
                 Tingle";"- Journal de Tingle -

                  Chapitre 4
Tingle est tombé dans la
boue! C'était... dégoûtant!
Tingle doit tout écrire
pour que cela ne se
reproduise jamais.
Le cœur en joie,
je saute tel un écureuil
d'une feuille à l'autre...
... d'un Zora à l'autre...
                 Tingle";"- Tingle-Journal -

                  Kapitel 4
Tingle steckt in klebrigem
Schlamm! Der ist so...
eklig!!!
Tingle schreibt das auf,
damit das nicht
nochmal passiert.
Ich springe nun von Blatt
zu Blatt, werd niemals
matt. Sind gar nicht glatt.
Eher wie Zoras!
Das macht Spaß!
                     Tingle";
"一つ目の巨人が　いるあたりには
ヘブラの丘と
呼ばれる場所がある。
一度　迷いこむと、
永久に　さ迷い続けると
言われておる。
ウロウロしていると
いつまでたっても
頂上には　たどりつけぬ。
ただひたすら　上を目指して
つきすすむのじゃぞ…！";"There's an area near the
one-eyed giants called
Hebra's Hill.
People say that those who
enter that region wander
lost for all eternity.
If you simply meander about
with no goal in mind, you'll
never reach the summit.
You must press on, always
focused on your sole intent:
to reach the peak!";"Non loin des Hinox,
se dresse le Mont Hebra.
On raconte que quiconque y
pose le pied y erre
à jamais.
Les flâneurs n'atteignent
jamais le sommet.
Il faut aller droit devant
en se concentrant sur
son objectif:
atteindre le sommet!";"In der Nähe der Zyklopen
ist ein Gebiet namens
Hebras Hügel.
Es heißt, wer dieses Gebiet
betritt, wird auf ewig
darin verloren sein.
Wenn du ziellos
umherwanderst, wirst du
nirgends ankommen.
Du musst dich auf den Weg
machen mit dem klaren Ziel,
den Gipfel zu erreichen!";
"ヘブラの丘を　のぼるなら
まっすぐ　つきすすみなさい。";"To reach Hebra's Hill,
press on straight ahead.";"Pour atteindre le sommet du
Mont Hebra, il faut aller
droit devant!";"Hebras Hügel
liegt geradeaus.";
"ヘブラの丘";"Hebra's Hill";"Mont Hebra";"Hebras Hügel";
"↓　この先　いこいの広場";" Rest area ahead.";" Bientôt: aire de repos.";" Rastplatz voraus.";
"どろろろろ…。
オマエ…　オマエに似たヤツに
いじめられるぞー…。
こらしめたければ
色に　気をつけろー…。
同じ色の　服着てないと
やっつけられないー
これ　ジョウシキ…。
オラは　最初から
知ってたー…。
知ってたけど　いじめられたー…。";"OooOOooooOoo...
Someone...who looked just
like you...did this to me.
If you're looking to defeat
him, check his tunic...
You can't hit him if you're
not wearing the same color.
It's common sense...
I'd guessed as much from
the start, but he still
got the best of me...";"OoouuOoouu...
Regarde ce que m'a fait...
quelqu'un qui te ressemble!
Pour le vaincre, il faut
noter la couleur de sa
tunique...
Seuls ceux qui portent
la même couleur peuvent
le toucher.
C'est simple...
C'est tout ce que je sais...";"Buuuhhh, buhuuhh...
Jemand... der sah aus wie
du... hat mir das angetan.
Achte auf die Farbe seines
Gewands, wenn du ihn
besiegen willst...
Du schadest ihm nur, wenn
du die gleiche Farbe trägst.
Das ist doch logisch...
Mir war das jedenfalls
sofort klar, aber er war
trotzdem schneller...";
"オマエに　似たヤツ…。
こらしめたければ
色に　気をつけろー…。
同じ色の　服着てないと
やっつけられないー
これ　ジョウシキ…。
オラは　最初から
知ってたー…。
知ってたけど　いじめられたー…。
こきょうの　孫に
よろしくー…。
どろろろろ…。";"If you want to beat your
look-alike, check the color
of his clothes...
You can't touch him if
you're not wearing the same
color. That's common sense.
I guessed as much from the
start, but he still got
me...
Say hi to my grandkids
back home...
OoooOOOOoooo...";"Pour vaincre ton sosie,
vérifie la couleur de
tes vêtements...
Seuls ceux qui portent
la même couleur peuvent
le toucher.
C'est logique...
C'est tout ce que je sais...
Salue mes petits-enfants,
à la maison...
OoouuOoouu...";"Wenn du deinen bösen
Zwilling besiegen willst,
dann achte auf sein Outfit!
Trage die gleiche Farbe,
sonst triffst du ihn nicht.
Das ist doch logisch.
Mir war das sofort
klar, aber er hat mich
trotzdem erwischt...
Sag meinen Enkeln
schöne Grüße...
Buuuhhh, buhuuhhbuuhh...";
"オレは　自分の作った
大砲で　飛びあがる人を
見るのが　シュミなんだ！
なあ、オマエも　飛びたいだろ？
だったら　大砲の中に入って
Ａボタンを押しな。
そしたらドカンと　花火のように
うちあがるぜ！
それから　外へ　出たけりゃ
入口で　↑か↓だぜ！";"Shooting folks out of my
homemade cannon's my
hobby!
Hey! You wanna go for a
ride? Well, climb on in
and press the A Button.
You shoot right up like a
human cannonball!
If you wanna leave,
press  or  at one
of the exits!";"J'adore propulser les gens
avec mes canons faits main!
Tu veux faire un tour?
Alors monte et appuie sur
le bouton A.
Il faut jouer l'homme-canon!
Pour sortir, appuie
sur  ou 
à l'une des sorties!";"Leute aus meiner selbst
gebastelten Kanone zu
feuern ist mein Hobby!
He! Willst du auch mal?
Na, spring einfach rein
und drücke den A-Knopf.
Du schießt dann in die
Luft wie eine Kanonenkugel!
Drücke an einem Ausgang
 oder , um
dieses Areal zu verlassen!";
"大砲の中に入って　Ａボタンで
ドカンと　打ちあがるぜ！
それから　外へ出たけりゃ
入口で　↑か↓だ！
さあ、はやく　うちあがれっ！";"Climb on in the cannon and
press the A Button to shoot
up like a human cannonball!
If you wanna leave, press
 or  at an exit!
C'mon, time to fly!";"Monte sur le canon, appuie
sur le bouton A...
Et envole-toi
tel un boulet humain!
Pour quitter, appuie sur
 ou  à une sortie!
Allez, c'est parti!";"Kletter in die Kanone und
drücke den A-Knopf
und du wirst zur
lebenden Kanonenkugel!
Drücke an einem Ausgang
 oder , um
dieses Areal zu verlassen.
Und jetzt mach den Abflug!";
"どろろろろ…。
オマエ…　トモダチいる…
うらめしやー…。
トモダチいたら
ポイと　投げて　はしわたし…。
オラは　トモダチ
いなかったー…。
だから　オマエが　うらめしやー…。";"Urrk urrrk...
You...have friends...
I'm jealous...
If you have friends, you can
toss 'em across chasms...
I never had any friends.
You're a lucky guy...
Urrk urrrk...";"Raaah... Raaah...
Tu... tu as des amis...
Comme je t'envie...
Si tu as des amis, tu
peux les propulser
au-delà des gouffres...
Je n'ai jamais eu d'amis.
Tu as de la chance...
Raaah... Raaah...";"Buuuhhh, buhuu...
Du... hast Freunde...
Ich bin neidisch...
Freunde kann man nämlich
über Abgründe werfen!
Ich hatte nie Freunde.
Hast du ein Glück...
Buuuhhh, buhuu...";
"リンク…　リンク…
私の　声が　聞こえますか…？";"Link... Link...
Can you hear my voice?";"Link... Link...
Tu m'entends?";"Link... Link...
Kannst du mich hören?";
"あぁ、リンク…。
来てくれたのですね。
ハイラルを守る　６人の＠女（みこ）も
この城に集まってくれています。
この　不吉な空…。
風の魔神、グフーの封印が
気がかりです。";"Oh, Link...
It's you! Thank goodness
you came!
The six maidens who guard
Hyrule are gathered here in
the castle.
The sky has become so dark
and foreboding...
I'm worried about the seal
that binds the wind
sorcerer Vaati.";"Oh, Link...
C'est toi! Comme je suis
heureuse!
Les six jeunes filles
qui gardent Hyrule se sont
réunies au château.
Le ciel s'est assombri...
C'est de mauvais augure...
Je m'inquiète au sujet du
sceau qui enferme Vaati,
le Mage du Vent.";"Oh, Link...
Du bist es! Bin ich froh,
dass du da bist!
Die sechs Maiden, die
über Hyrule wachen, haben
sich im Schloss versammelt.
Der Himmel ist so dunkel
geworden. Ein böses Omen...
Ich sorge mich um das
Siegel, das Vaati, den
Herren der Winde, bannt.";
"ゼルダ姫さま！
どうぞ　お早く…。";"Princess Zelda!
Come quickly!";"Princesse Zelda!
Viens vite!";"Prinzessin Zelda!
Kommt schnell!";
"…急ぎましょう。
さあ、あなたもこちらへ…。";"We must hurry.
Come, this way.";"Il faut se dépêcher.
Vite! Par ici!";"Wir müssen uns beeilen!
Folge mir!";
"さあ、行きましょう。";"Come with me, Link.";"Viens avec moi, Link.";"Folge mir, Link!";
"キャァ！";"Eeek!";"Iiiik!";"Aaaahhh!";
"ククク…！";"Ha ha haa...";"Ha ha haa...";"Ha ha haa...";
"突然　ハイラルを　おおった
黒い雲…
見ているものを　不安にさせる
不吉な雲…
悪い予感がして　なりません
リンク…
ハイラル城へ　急いで…";"Swiftly and suddenly, dark
clouds covered all of Hyrule.
Ominous clouds that filled
all those who saw them
with fear...
A sense of dread swept
across the land.
Link...
Hurry to Hyrule Castle...";"Des nuages menaçants ont
obscurci le ciel d'Hyrule.
De sombres nuages
qui jettent la population
dans l'effroi...
Une vague de frayeur
s'empare de notre contrée.
Link...
Va au Château d'Hyrule...
Vite!";"Unmerklich waren plötzlich
unheilschwangere, düstere
Wolken aufgezogen.
Sie bedeckten ganz Hyrule
und ihr Anblick erfüllte
alle mit Schrecken...
Ein Gefühl bedrückender
Angst kroch mit klammen
Fingern übers Land.
Link!
Schnell zum Schloss Hyrule!";
"剣にフォースが満ちた！　退魔の力が宿ったぞ！";"Your swords are filled with
the power to repel evil!";"Ton épée déborde d'énergie:
elle peut repousser le mal!";"Die Schwerter besitzen die
Kraft, das Böse zu bannen!";
"暗黒の結界を　打ち破るには
さらなるフォースが必要だ。
時を　さかのぼるか？
はい　いいえ";"To break the barrier to the
Dark World, you will need
more Force Gems.
Will you travel back in time?
Yes No";"Pour franchir la barrière
du Monde des Ténèbres,
il faut plus de Gemmes
de Force.
Veux-tu remonter
dans le temps?
OuiNon";"Du brauchst mehr Force-
Kristalle, um die Barriere zur
Schattenwelt zu zerschlagen.
Willst du in der Zeit
zurückreisen?
Ja Nein";
"コース２　クリア記念で
チンクルやぐらにご招待！";"Hey! You've been invited
to Tingle's Tower!";"Vous êtes invités à
la Tour de Tingle!";"Du hast eine Einladung
zu Tingles Turm erhalten!";
"まねかれる";"Accept";"Accepter";"Annehmen";
"ことわる";"Decline";"Refuser";"Ablehnen";
"L1";"L1";"N1";"L.1";
"L2";"L2";"N2";"L.2";
"L3";"L3";"N3";"L.3";
"L4";"L4";"N4";"L.4";
"L5";"L5";"N5";"L.5";
"L6";"L6";"N6";"L.6";
"L7";"L7";"N7";"L.7";
"L8";"L8";"N8";"L.8";
"フォースが集まった！
フォーソードが、退魔の輝きをおびる！
Ｂボタンを押しつづけて
剣先が２度　光ったら
超回転斬りだ！";"You've gathered enough
Force Gems! The Four Sword
is glowing with power!
Press and hold the B Button
until the tip of your blade
flashes, then Spin Attack!";"You've gathered enough
Force Gems! The Four Sword
is glowing with power!
Press and hold the B Button
until the tip of your blade
flashes, then Spin Attack!";"Du hast genügend Force-
Kristalle! Das Schwert der
Vier erstrahlt vor Macht!
Drücke und halte den
B-Knopf, bis die
Klinge aufleuchtet.
Lass dann los, um eine
Wirbelattacke auszuführen!";
"ステータス表示";"Status Display";"Afficher le Statut";"Status-Anzeige";
"怪しい気配を感じる場所だ";"This place fills you with
a strange sensation.";"Cet endroit est bien étrange...";"An diesem Ort ist eine
starke Aura zu spüren.";
"チンクルやぐら　現る！";"Tingle's Tower appears!";"Voilà la Tour de Tingle!";"Tingles Turm erschien!";
"フォース";"";"";"";
"フォース";"";"";"";
"結界の魔力で、フォーソードの力が消えた。";"The magic power of the
barrier has caused the Four
Sword's might to dissipate.";"Le pouvoir magique de la
barrière a dissipé la
force de l'Epée de Quatre.";"Die Magie der Barriere
entzog dem Schwert der Vier
Energie!";
"になりました！";"Transformed!!!";"Transformed!!!";"Transformed!!!";
